time_min,Jw
0.0,3.9576811594202885
0.5016599999999992,4.284224637681159
1.002503333333333,4.819710144927536
1.5000033333333334,3.7470869565217413
2.0016616666666662,3.3576086956521722
2.5025066666666667,2.5697753623188397
3.0033516666666666,3.5007173913043497
3.501665,3.0217173913043482
4.00251,2.97872463768116
4.503336666666666,3.538311594202898
5.002501666666666,2.470920289855073
5.504159999999999,3.044862318840578
6.005004999999999,2.778413043478262
6.5041850000000005,3.249637681159422
7.004996666666666,2.7933188405797096
7.505041666666666,2.974862318840582
8.004171666666666,3.236427536231886
8.504166666666666,3.4574565217391298
9.006658333333332,3.8045507246376795
9.504174999999998,4.026978260869564
10.006666666666668,4.1203623188405825
10.504998333333333,3.9204855072463745
11.007506666666666,4.07855797101449
11.505004999999999,3.897898550724637
12.006664999999998,3.877536231884057
12.505828333333334,3.8579130434782596
13.006673333333334,3.8479057971014514
13.509165,3.8347608695652196
14.007530000000001,3.827340579710144
14.508356666666668,3.811550724637681
15.009168333333331,3.7914057971014477
15.507498333333334,3.761014492753626
16.00832666666667,3.782188405797103
16.50917,3.7815289855072485
17.009166666666665,3.718275362318842
17.50833,3.7504347826086932
18.00919,3.71346376811594
18.510001666666668,3.7166666666666637
19.01166166666667,3.7424637681159387
19.51085833333333,3.7278478260869563
20.010021666666667,3.6612173913043455
20.51,3.638050724637682
21.010828333333333,3.655673913043479
21.510008333333335,3.639782608695651
22.011685,3.6629999999999994
22.512495,3.578079710144927
23.011658333333333,3.644956521739132
23.514183333333335,4.106159420289853
24.014178333333334,3.484231884057971
24.51336,3.544253623188403
25.012523333333334,3.510130434782608
25.514165,3.4935652173913057
26.014993333333333,3.5162826086956516
26.515853333333332,3.9100507246376823
27.014185,4.176376811594204
27.51499666666667,3.8953768115942053
28.01584,3.8144782608695675
28.51502,3.827159420289854
29.015033333333335,3.879188405797102
29.517508333333335,3.8755579710144943
30.016671666666664,3.851782608695649
30.51666666666667,3.8536594202898544
31.01583,3.8606449275362325
31.51833833333333,3.8685942028985494
32.016670000000005,3.8594855072463803
32.51916166666667,3.768507246376812
33.01834166666667,3.7911376811594204
33.51918666666667,3.8065507246376797
34.019165,3.7657101449275387
34.51999166666666,3.7436956521739138
35.01749166666666,3.7765362318840574
35.51918499999999,3.759746376811594
36.019994999999994,3.7225942028985513
36.51917666666667,3.719057971014491
37.02000333333333,3.7284275362318864
37.52166333333333,3.722224637681162
38.01922833333333,3.715942028985505
38.52166999999999,3.6997826086956533
39.02166666666666,3.706304347826086
39.52251,3.6969492753623183
40.023355,3.742630434782609
40.52250166666666,3.5986376811594205
41.024161666666664,3.69840579710145
41.52334166666666,3.683507246376812
42.021673333333325,3.6404202898550717
42.5225,3.648485507246378
43.02332833333333,3.6164565217391313
43.52417166666667,3.644398550724635
44.02418333333333,3.6794782608695678
44.524995,3.657833333333332
45.024158333333325,3.629514492753625
45.52502,3.673101449275363
46.02499833333333,3.9541159420289853
46.525843333333334,4.322224637681156
47.02502333333333,3.9748550724637686
47.525018333333335,3.9407318840579695
48.02749333333333,3.9235942028985504
48.52667333333333,4.070695652173911
49.027501666666666,4.035978260869566
49.529176666666665,4.011724637681156
50.02835666666667,4.004369565217393
50.529185,3.9879057971014484
51.02918,3.9839565217391324
51.528343333333325,3.988673913043478
52.02750666666667,4.035920289855076
52.52999833333333,3.9420289855072443
53.02836333333333,3.9535000000000022
53.53087166666667,3.885340579710146
54.03168333333333,3.9002898550724603
54.531661666666665,3.9233043478260856
55.029194999999994,3.8912463768115955
55.531686666666666,3.8844275362318834
56.031665,3.8957101449275373
56.53082833333333,3.8853188405797123
57.03167333333333,3.834144927536228
57.531684999999996,3.87868115942029
58.032495,3.8742028985507244
58.533339999999995,3.896478260869567
59.03167166666666,3.8856811594202876
59.53249833333333,3.830753623188405
60.03332666666666,3.8181449275362325
60.534169999999996,3.82910144927536
61.03250166666667,3.8240797101449253
61.533379999999994,3.809782608695651
62.03420666666667,3.8068695652173923
62.53418666666666,3.835630434782611
63.034996666666665,3.8223840579710138
63.53417666666667,3.816152173913042
64.03666833333332,3.774101449275363
64.535,3.8120362318840595
65.03582833333333,3.7885289855072464
65.53667166666666,3.7817101449275343
